,tractid,tractnum,name,namelsad,nta,nta_name,bcode,geometry,MonthYear,TotalMonthlyReport,CountyName,CensusBlockID_list,Ticket_list,Classification_list,Zipcode_list,CountyTract
10,36081140902,140902,1409,Census Tract 1409.02,QN48,Auburndale,36081,"POLYGON ((1042959.620690444 211154.8711773433, 1043204.351863929 211243.9973084443, 1043448.52884882 211332.3958966459, 1043697.96332888 211422.9958238048, 1043946.842678736 211513.2326235144, 1044190.457398409 211602.7303146294, 1044432.417768948 211688.2186910842, 1044547.019455049 211732.9517724574, 1044924.067071842 211869.0590177276, 1045163.244108686 211957.4624099951, 1045412.115311975 212046.6212599048, 1045518.13973172 212085.1436626861, 1045674.8219588 212142.3756793921, 1045887.158957528 211559.6163996576, 1046098.950976609 210977.2220293662, 1046273.069414286 210502.5759164857, 1046335.808322434 210349.3520774035, 1046361.269397209 210253.5976155408, 1046404.424013657 210173.9191381791, 1046094.129925569 210150.5379262197, 1045125.234236764 209878.1179279938, 1044989.316121867 209822.0344969685, 1044916.789621315 209791.9778208295, 1044596.199326049 209672.0418186784, 1044248.71390591 209557.1442316476, 1043367.714504209 209245.2996943028, 1043335.59762571 209347.5990212326, 1043579.196287846 209453.4853831556, 1043385.858404175 209987.4899499519, 1043221.005169145 210434.1254166525, 1043029.343422211 210511.2634560824, 1042880.39511849 210572.1111597018, 1042714.664165997 211043.5226622386, 1042959.620690444 211154.8711773433))",December-2019,2,Queens County,"[1000, 1000]","['QL19009871', 'QL19009872']","['P', 'P']","[11365, 11365]",Queens County-1409.02
11,36081134700,134700,1347,Census Tract 1347,QN41,Fresh Meadows-Utopia,36081,"POLYGON ((1043219.562205846 209089.0048930699, 1043392.830188387 209173.2229772453, 1043367.714504209 209245.2996943028, 1044248.71390591 209557.1442316476, 1044596.199326049 209672.0418186784, 1044916.789621315 209791.9778208295, 1044989.316121867 209822.0344969685, 1045125.234236764 209878.1179279938, 1046094.129925569 210150.5379262197, 1046404.424013657 210173.9191381791, 1046434.936822502 210053.4030477017, 1046761.038334051 208996.2176781852, 1047196.949242593 207603.4067385889, 1047005.922352758 207528.5882828642, 1046776.684968344 207440.1925780667, 1046670.926829897 207398.7508168565, 1046562.120816253 207356.9373617411, 1046497.615427439 207330.9042540682, 1046323.198253163 207261.5987747424, 1046080.95099329 207165.1610813409, 1045840.086564283 207069.0936545441, 1045598.943096897 206973.0279206975, 1045352.544954257 206871.8507083149, 1045109.481384462 206766.3123746382, 1044870.015793023 206661.8784656538, 1044630.547238847 206557.8112531157, 1044383.047635049 206450.4475257057, 1044134.161027725 206342.7185774496, 1043895.514035659 206240.1179995946, 1043655.482867348 206136.0590599007, 1043421.284826865 206025.8230685985, 1043114.099092918 206869.2345217748, 1042876.111863938 207526.6431535659, 1043119.496111705 207615.0362976344, 1042852.234382563 208348.5198858493, 1043095.609579089 208437.2771486895, 1042914.263314906 208941.0747094684, 1043219.562205846 209089.0048930699))",December-2019,2,Queens County,"[1002, 2001]","['QL19009326', 'QL19009334']","['M', 'M']","[11365, 11365]",Queens County-1347
12,36081129102,129102,1291,Census Tract 1291.02,QN42,Oakland Gardens,36081,"POLYGON ((1049408.647919666 206292.1796090488, 1049405.815855821 206314.7606316535, 1049581.75898278 206331.2641101754, 1049739.081180329 206367.02825693, 1050009.682248782 206429.6962881124, 1050275.307248886 206487.2531491183, 1050541.762419932 206544.815187999, 1050796.56944506 206604.8985529252, 1051052.213652328 206662.4365714487, 1051308.133793537 206719.9780487561, 1051563.221312909 206777.5199198149, 1051819.138029024 206835.4311164953, 1052094.44192963 206897.4068496166, 1052371.682342318 206960.1198097705, 1052509.612247733 206990.3825396234, 1052797.373449599 207056.044616866, 1053110.071076238 207123.2381626584, 1053187.873448472 207148.9622793015, 1053403.08633581 207191.8369992984, 1053654.564381215 207248.297602741, 1053909.087629392 207305.4982195936, 1054165.548558087 207363.0714231281, 1054491.50704215 207441.979644319, 1054915.996538497 207564.1701694892, 1055625.020219558 207805.9756425888, 1055868.441538139 207865.3502040963, 1055681.293012806 207612.31595408, 1055483.605289871 207360.7095871363, 1055050.337681763 206922.2425180034, 1054575.355852632 206431.9271578969, 1054419.851209011 206249.3107642843, 1054258.789732754 206070.6870219867, 1053069.400979878 204752.4097055852, 1052787.711789138 204490.022103811, 1052610.556251818 204407.9121675932, 1052388.25819848 204312.5608273724, 1052063.587495121 204152.0742025898, 1051878.131252264 204063.0241354448, 1051811.172836456 204020.9394911034, 1051768.915788468 203966.9007429711, 1051749.568546649 203947.1729973842, 1051723.035077377 203920.1386475773, 1051666.871508093 203983.012139205, 1051554.416535049 204055.2022940778, 1050579.08251377 204854.7781822114, 1050486.94117226 204798.4194241951, 1050030.017973994 205266.0730541391, 1049799.749298099 205453.0814965074, 1049224.470026431 206245.7800704312, 1049408.647919666 206292.1796090488))",December-2019,4,Queens County,"[4004, 4005, 4004, 4004]","['QL19009583', 'QL19009607', 'QL19009332', 'QL19009221']","['M', 'M', 'P', 'P']","[11427, 11427, 11427, 11427]",Queens County-1291.02
13,36081126500,126500,1265,Census Tract 1265,QN38,Pomonok-Flushing Heights-Hillcrest,36081,"POLYGON ((1037448.163852505 201732.1930427832, 1037687.697887201 201842.0184944194, 1037924.739043068 201950.0191493544, 1038013.075051642 201990.2910589786, 1038083.964594259 202022.8736399938, 1038163.162436996 202058.7538595984, 1038432.864014245 202186.505943459, 1038724.459902297 202314.6744770245, 1038918.293147189 202403.6427221266, 1039122.600458594 202518.1394107846, 1039395.124157986 202619.3123861826, 1039633.261384428 202726.2392791338, 1039793.487170595 202236.214727589, 1039966.279302229 201708.6939774714, 1039709.435648248 201656.7352234446, 1039455.939635539 201594.949846501, 1039201.047277057 201537.1716079982, 1038943.388286765 201476.4751645025, 1038588.757867562 201393.3400342352, 1038310.870734211 201327.8687437214, 1038061.519320488 201269.0218272195, 1037816.04592388 201210.9146928058, 1037564.19569619 201152.7960418605, 1037305.46274354 201072.440746661, 1037183.690222223 201617.5792723337, 1037448.163852505 201732.1930427832))",December-2019,2,Queens County,"[1000, 1000]","['QL19009780', 'QL19009787']","['M', 'M']","[11366, 11432]",Queens County-1265
14,36081124700,124700,1247,Census Tract 1247,QN38,Pomonok-Flushing Heights-Hillcrest,36081,"POLYGON ((1039868.978989258 204372.4653163732, 1040122.317005493 204369.4036721113, 1040050.2329332 204860.7218430752, 1040036.814818896 205513.5741980539, 1040051.909105345 205819.6479386278, 1040076.763086425 206340.7002129901, 1040326.499612982 206328.1598222452, 1040576.514392441 206315.2583132643, 1040825.695464803 206303.4504325274, 1041085.964251095 206290.9423995925, 1041264.738387565 206284.4392788003, 1041392.83850157 205906.1991905472, 1041384.598439833 205756.803565049, 1041403.358642571 205557.9223140708, 1041475.696725403 205322.3697682208, 1041558.896093875 205065.3474929231, 1041667.784712557 204728.5975260499, 1041817.728082896 204261.8788400547, 1041888.916011168 204047.091821256, 1041972.738174075 203764.933636392, 1041532.456251498 203584.6395580438, 1041286.306233727 203474.0318216654, 1041039.325853107 203361.9673206633, 1040826.952332788 203266.3808930308, 1040586.336099142 203157.2505037674, 1040349.038827414 203050.3161677012, 1040110.078889964 202942.2873390924, 1039871.948379753 202834.2627714854, 1039764.275405087 203373.9561449768, 1039680.093514182 203945.7649245776, 1039611.414602362 204405.7595236637, 1039868.978989258 204372.4653163732))",December-2019,1,Queens County,[2009],['QL19009828'],['P'],[11365],Queens County-1247
15,36081124100,124100,1241,Census Tract 1241,QN38,Pomonok-Flushing Heights-Hillcrest,36081,"POLYGON ((1037951.640852585 204700.7838246355, 1038235.08538028 204742.9462764406, 1038535.702334276 204789.8867472709, 1038790.88425637 204827.6205316758, 1038784.168857187 205472.8375785368, 1038803.210254558 205879.4750519426, 1039052.946724481 205868.743214232, 1039301.315025388 205850.3598662667, 1039551.597195787 205843.6420487363, 1039801.614032564 205831.8255529186, 1040051.909105345 205819.6479386278, 1040036.814818896 205513.5741980539, 1040050.2329332 204860.7218430752, 1040122.317005493 204369.4036721113, 1039868.978989258 204372.4653163732, 1039611.414602362 204405.7595236637, 1039680.093514182 203945.7649245776, 1039764.275405087 203373.9561449768, 1039871.948379753 202834.2627714854, 1039633.261384428 202726.2392791338, 1039395.124157986 202619.3123861826, 1039122.600458594 202518.1394107846, 1038918.293147189 202403.6427221266, 1038724.459902297 202314.6744770245, 1038432.864014245 202186.505943459, 1038413.975319518 202452.7902682837, 1038393.157293987 202714.3340182197, 1038372.898128656 202974.0573972603, 1038352.906009444 203238.5177259802, 1038332.656613879 203494.2335587964, 1037877.9581676 203426.5522639517, 1037841.101187672 203674.216535949, 1037803.691410085 203921.5153339586, 1037767.943786718 204169.5465384539, 1037731.917309571 204418.6701986465, 1037717.57005789 204514.8222363589, 1037695.346859612 204663.4207526545, 1037951.640852585 204700.7838246355))",December-2019,3,Queens County,"[1002, 1002, 2007]","['QL19009826', 'QL19009836', 'QL19009803']","['P', 'P', 'P']","[11365, 11365, 11366]",Queens County-1241
16,36081122300,122300,1223,Census Tract 1223,QN38,Pomonok-Flushing Heights-Hillcrest,36081,"POLYGON ((1039150.135470494 208359.9032405806, 1040357.660064723 208314.5723026504, 1040696.580614363 208314.6293616433, 1040716.862139586 208173.3154876988, 1041026.831770141 207637.3766484607, 1041177.365163122 207142.601345146, 1041175.027809087 206957.514987564, 1041167.523483482 206612.1102794588, 1041264.738387565 206284.4392788003, 1041085.964251095 206290.9423995925, 1040825.695464803 206303.4504325274, 1040576.514392441 206315.2583132643, 1040326.499612982 206328.1598222452, 1040076.763086425 206340.7002129901, 1040051.909105345 205819.6479386278, 1039801.614032564 205831.8255529186, 1039551.597195787 205843.6420487363, 1039301.315025388 205850.3598662667, 1039052.946724481 205868.743214232, 1038803.210254558 205879.4750519426, 1038553.745455246 205892.7603911274, 1038578.918431103 206409.4398008723, 1038611.227879587 207080.2478998888, 1038861.509459258 207068.0580069053, 1038893.258346975 207737.7724106905, 1038918.185090017 208236.5997082087, 1038667.087427048 208247.3298361073, 1038384.416822545 208249.6124837061, 1038373.026529946 208386.576111543, 1039150.135470494 208359.9032405806))",December-2019,1,Queens County,[3009],['QL19009720'],['P'],[11365],Queens County-1223
17,36081121500,121500,1215,Census Tract 1215,QN62,Queensboro Hill,36081,"POLYGON ((1035567.458887251 209430.8536114395, 1035579.831681488 209476.7856776506, 1035628.153043547 209689.2938154364, 1035639.422569716 209732.673253565, 1035705.326062943 210016.6279999331, 1036080.427162764 209931.8078704319, 1036337.414481191 209879.5297321524, 1036597.175519599 209826.5316295176, 1036759.631548058 209792.9995800241, 1036863.037939605 209771.7278659971, 1037130.83415672 209720.2102197811, 1037388.377019998 209669.401743744, 1037648.869749561 209663.7797400859, 1037910.134322847 209685.1228570057, 1038171.123765745 209705.3751778775, 1038442.910918741 209729.6620702994, 1038958.846275763 209745.7570654691, 1039197.700508645 209750.6685733392, 1039402.470802795 209755.5049650621, 1039625.806182566 209760.7497629695, 1039841.693029371 209751.4062453544, 1040583.664929827 209682.8006313707, 1040429.443305362 209149.0600770878, 1040666.922142701 208436.6118366129, 1040696.580614363 208314.6293616433, 1040357.660064723 208314.5723026504, 1039150.135470494 208359.9032405806, 1038373.026529946 208386.576111543, 1037923.194578431 208415.4526076255, 1037057.663973026 208452.9022109144, 1035580.737853096 208524.0580502623, 1035490.123438441 208653.5689650994, 1035484.244291956 208813.134182467, 1035480.726681122 208904.2098829828, 1035510.085683018 209173.8779305799, 1035516.917276948 209219.4339262903, 1035567.458887251 209430.8536114395))",December-2019,2,Queens County,"[2007, 1000]","['QL19009948', 'QL19009264']","['M', 'P']","[11355, 11365]",Queens County-1215
18,36081120700,120700,1207,Census Tract 1207,QN52,East Flushing,36081,"POLYGON ((1037453.391298442 213257.1305231819, 1037532.037069995 214032.9685335033, 1037794.744472608 214006.9503847116, 1038049.143181102 213979.823659003, 1038307.695877538 213953.8018512039, 1038429.906270758 213941.3227045127, 1038568.182824177 213930.3374591932, 1038828.339147915 213930.9211182543, 1039155.251312368 213938.2164977283, 1039352.77867606 213944.8578394489, 1039615.388458744 213962.9435075351, 1039879.104411065 213981.7632204619, 1040143.086108975 214005.3227460511, 1040402.430692085 213997.1774095692, 1040659.899574626 213961.7054793707, 1040919.590774901 213924.0554680115, 1041164.043781595 213886.7368278075, 1041150.648452674 213573.3787112616, 1041143.501402141 213312.8636189357, 1041136.629543925 213053.07786751, 1041127.190470852 212824.6187879265, 1040865.432946107 212673.9014885532, 1040773.858158213 212615.3947338985, 1040649.359562068 212536.0448059458, 1040414.482298106 212381.022880828, 1040612.700966373 212214.6177951945, 1040778.770239823 212052.8757651708, 1041128.685374788 211713.7704581137, 1041142.038722491 211572.8048522913, 1040151.100740226 211487.7987644049, 1039884.098836957 211440.1863358199, 1039618.73430501 211403.1462395169, 1038738.698183667 211283.1107922045, 1038825.644912358 211555.8271968937, 1038886.426417524 212250.0183832427, 1038876.146645056 212385.5271576391, 1038868.148337255 212492.2587604189, 1038867.290062113 212504.2798221305, 1038686.327025116 212519.1752619937, 1038426.095388185 212545.5536414952, 1038168.357973717 212571.9403510803, 1037909.78910416 212598.6922915245, 1037649.838658519 212623.9866134962, 1037584.712396741 212630.4014074607, 1037391.548796083 212650.3803538544, 1037219.169035355 212668.9488551574, 1037133.257913647 212677.5055059562, 1037135.430025468 212697.9128921819, 1037194.553465948 213283.889483471, 1037453.391298442 213257.1305231819))",December-2019,1,Queens County,[2004],['QL19009535'],['M'],[11358],Queens County-1207
19,36081118900,118900,1189,Census Tract 1189,QN52,East Flushing,36081,"POLYGON ((1035775.675971979 215514.1988309783, 1036553.837329041 215791.6639708364, 1036942.223906712 215928.0362484205, 1036913.471839879 215645.2510109093, 1036883.895079015 215359.1850510399, 1036854.323134359 215070.5688379139, 1036837.792087827 215028.2703330268, 1036826.127024496 214785.9633435071, 1036797.380082589 214499.5350561855, 1036758.597449808 214113.2577987786, 1036277.078708924 214111.12776776, 1035962.906407066 214106.8129627926, 1035911.886448217 214126.3782991722, 1035715.649612678 214295.3763333244, 1035639.875380249 214360.7957536625, 1035523.581275425 214459.6484335101, 1035410.343343647 214554.8647818675, 1035341.931564459 214808.6609895529, 1035253.87176475 215052.5791100196, 1035166.090002285 215296.8624868637, 1035775.675971979 215514.1988309783))",December-2019,1,Queens County,[1007],['QL19009959'],['P'],[11355],Queens County-1189
20,36081117500,117500,1175,Census Tract 1175,QN51,Murray Hill,36081,"POLYGON ((1039514.752549483 218127.0478865725, 1039774.094551436 218100.6792176423, 1040032.60609476 218074.3114103577, 1040291.11820607 218047.9463574555, 1040549.907050108 218021.9490336658, 1040808.420293726 217995.5894924696, 1041067.210262839 217969.5976862822, 1041325.7254956 217942.8793248427, 1041584.517454409 217916.5287043361, 1041530.387158459 217377.5509295608, 1041497.87307513 217068.883385834, 1041472.986821006 216814.5196538469, 1041471.678630035 216664.4110310225, 1041472.8713962 216511.0293105088, 1041718.529061704 216539.2992012249, 1041967.236920267 216566.1214996617, 1042215.111415216 216593.6730256912, 1042278.847600972 216006.1549438594, 1042341.146662587 215441.5867418299, 1042089.892637986 215432.242596665, 1041855.259946401 215423.3048356519, 1041589.041962012 215415.3876958143, 1041313.404453278 215407.4513259598, 1041062.076354356 215429.4503412259, 1040820.248911712 215535.6351706932, 1040570.360760055 215654.1910447128, 1040321.307002316 215772.3870861231, 1040071.977801372 215890.9493836245, 1039822.651874225 216009.1499167033, 1039573.345821443 216119.7020496396, 1039358.862671699 216267.8621684866, 1039375.759759134 216756.4720712292, 1039118.333948007 216786.8570182476, 1039124.32549614 216832.4122862639, 1039079.648952047 216865.8300057509, 1039131.332828298 216918.7752365353, 1039160.587612434 217212.1301252525, 1039256.242143124 218153.4212114175, 1039514.752549483 218127.0478865725))",December-2019,2,Queens County,"[4007, 4007]","['QL19009812', 'QL19009767']","['M', 'P']","[11358, 11358]",Queens County-1175
21,36081109900,109900,1099,Census Tract 1099,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1041891.866415769 219489.3586512748, 1042367.569387889 219677.7612292274, 1042609.433589577 219772.3400131055, 1042851.571138866 219867.6505449558, 1043093.4315691 219962.2341606901, 1043335.566217387 220057.1851976605, 1043579.634311423 220153.6007246114, 1043819.55017262 220248.1868483053, 1044064.725059085 220343.5169857611, 1044186.757815371 220391.181616448, 1044410.718111067 219769.452689816, 1044492.515038592 219623.9218895676, 1044615.494155151 219292.3189472401, 1044785.930082874 218815.1013090738, 1044679.107493401 218774.758272238, 1044435.019000203 218682.7037235924, 1044192.592480956 218589.9270755441, 1043963.551787446 218460.0237091915, 1043746.484244849 218303.9198137983, 1043528.859001853 218148.1808485761, 1043311.508862415 217992.0801872847, 1043088.613032003 217837.0610438889, 1043047.835047339 217746.2430240366, 1042861.512312541 217816.1087300518, 1042521.977870357 218472.9139907967, 1042445.46772243 218611.9060106429, 1042357.281622313 218768.7226877499, 1042254.109929605 218937.5268929826, 1042227.979686531 218976.083866235, 1042025.055448215 219275.8112247872, 1041996.415631838 219321.649160219, 1041891.866415769 219489.3586512748))",December-2019,1,Queens County,[1006],['QL19009909'],['M'],[11361],Queens County-1099
22,36081109700,109700,1097,Census Tract 1097,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1044186.757815371 220391.181616448, 1044293.846563028 220433.3448589897, 1044545.931394903 220533.0689906376, 1045030.176087272 220723.0025183164, 1045501.41368747 220905.6262120784, 1045615.993768604 220940.8918662225, 1045866.477307619 221012.5719491011, 1045959.603744385 220443.7180067239, 1046210.649102318 220513.9457083721, 1046462.80000169 220584.5431825575, 1046716.058297436 220654.7817994351, 1046989.799347667 220729.8123727135, 1047322.216440907 220821.0292274459, 1047869.474504751 220947.4248339006, 1047954.951245688 220989.1832725186, 1048015.979598172 220848.3460629049, 1048052.557722708 220631.298761346, 1047395.786007451 220436.4832226963, 1047454.177551856 220137.5165724797, 1047686.693321615 220196.4169071904, 1047780.897481439 219762.3766128046, 1047658.011893028 219724.5287107345, 1047539.817664913 219693.2516900459, 1047410.560550003 219655.3884253952, 1046916.764444953 219516.0252969111, 1046660.440392348 219448.6914363704, 1046400.237932484 219380.9860201461, 1046239.135995171 219337.9467809989, 1046145.578580425 219311.4758673153, 1045995.563911809 219265.1875247839, 1045898.697734914 219232.5154613723, 1045650.184650581 219141.1660760303, 1045403.058364412 219048.3654018817, 1045159.808184455 218955.5769825852, 1044916.553415736 218863.8840013309, 1044785.930082874 218815.1013090738, 1044615.494155151 219292.3189472401, 1044492.515038592 219623.9218895676, 1044410.718111067 219769.452689816, 1044186.757815371 220391.181616448))",December-2019,1,Queens County,[2001],['QL19009529'],['M'],[11361],Queens County-1097
23,36081109300,109300,1093,Census Tract 1093,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1043940.397137652 222129.1789545522, 1044053.012490736 222173.5407884107, 1044406.630223508 222311.769225745, 1045080.648818543 222576.1352572648, 1045325.502663136 222677.6711849095, 1045571.488991299 222768.6467440727, 1045818.858253455 222859.6283150405, 1046070.655069178 222951.3523681762, 1046332.187151835 223025.9802109946, 1046364.701832444 222766.2926327873, 1046417.308541636 222447.9986873351, 1046661.343179999 222543.3523101039, 1046902.605389807 222639.0655712526, 1047146.085128604 222733.3296494767, 1047385.954028588 222830.8657972585, 1047636.063545047 222930.2527543943, 1048129.083372315 223126.1007949281, 1048275.075473426 223216.8407344835, 1048372.569850391 223214.1835481081, 1048509.451121686 222979.9139606022, 1048764.192128483 223001.7214736562, 1048958.875654258 222488.5276049471, 1049570.053320818 220973.4393451235, 1050009.760996901 220511.9219982557, 1049781.374130019 220465.7622366744, 1049553.129565599 220366.412148365, 1048516.847001102 219978.5434780503, 1048255.626214838 219880.939991755, 1048163.988008209 219863.5747048774, 1047910.993981202 219796.6007120126, 1047780.897481439 219762.3766128046, 1047686.693321615 220196.4169071904, 1047454.177551856 220137.5165724797, 1047395.786007451 220436.4832226963, 1048052.557722708 220631.298761346, 1048015.979598172 220848.3460629049, 1047954.951245688 220989.1832725186, 1047869.474504751 220947.4248339006, 1047322.216440907 220821.0292274459, 1046989.799347667 220729.8123727135, 1046716.058297436 220654.7817994351, 1046462.80000169 220584.5431825575, 1046210.649102318 220513.9457083721, 1045959.603744385 220443.7180067239, 1045866.477307619 221012.5719491011, 1045615.993768604 220940.8918662225, 1045501.41368747 220905.6262120784, 1045030.176087272 220723.0025183164, 1044545.931394903 220533.0689906376, 1044293.846563028 220433.3448589897, 1044186.757815371 220391.181616448, 1043985.942834792 221179.1062795464, 1043940.397137652 222129.1789545522))",December-2019,2,Queens County,"[3006, 2005]","['QL19009838', 'QL19009542']","['P', 'P']","[11360, 11360]",Queens County-1093
24,36081105900,105900,1059,Census Tract 1059,QN51,Murray Hill,36081,"POLYGON ((1035527.114862442 222225.7967031119, 1036129.088250404 222164.0466105383, 1037024.987991085 222073.0736138048, 1037817.286328652 221992.4704236408, 1038593.522712337 221913.3144537919, 1039369.209453948 221834.5463963965, 1040050.713078128 221763.9660241176, 1040133.260225723 221639.1892782974, 1040238.59460533 221482.0396226768, 1040408.26383416 221292.2491567269, 1040311.501843629 221214.7864731138, 1040072.880151483 221037.5340723071, 1040000.155268259 220985.2670340172, 1039789.418781829 220845.2436452694, 1039656.387953346 220759.3209109475, 1039512.830120177 220673.7392660141, 1039235.342202834 220530.6540993223, 1038864.380811875 220320.6883661621, 1038689.93494433 220296.2502661537, 1038423.268379083 220264.6849899659, 1038163.449648698 220267.3852801536, 1037904.389425177 220302.8801109924, 1037649.738450104 220348.9531033181, 1037392.589216819 220397.9379689543, 1037136.821968652 220448.7502421972, 1036859.847487465 220444.5047481381, 1036588.952384042 220446.8335454246, 1036326.381668 220442.2608827, 1035982.933521335 220436.7898130429, 1035971.20444482 220611.6452276716, 1035997.518290825 220871.1073161816, 1035791.402097431 220891.799969484, 1035355.62083754 220936.4199216011, 1035403.274029464 221193.0116714714, 1035447.879521688 221449.5971127889, 1035474.47652225 221708.3306429019, 1035504.330331363 221998.4038708425, 1035527.114862442 222225.7967031119))",December-2019,1,Queens County,[2005],['QL19009253'],['M'],[11354],Queens County-1059
25,36081099705,99705,997,Census Tract 997.05,QN47,Ft. Totten-Bay Terrace-Clearview,36081,"POLYGON ((1044506.870403165 227671.3885129169, 1044689.007863987 227363.6137696343, 1044616.342035662 227076.7007535805, 1044583.146637673 226840.5287667983, 1044544.206765216 226687.0467157763, 1044532.08152715 226663.3347756284, 1044221.518782329 226721.2229657487, 1044449.84715191 225097.5816945375, 1044519.464326943 224608.452437908, 1043604.757846149 224375.9373807798, 1043544.759415726 224676.0027571317, 1043175.9835181 225431.8282617043, 1043043.480330002 225600.5582908298, 1042937.646314783 225735.1060462091, 1042588.713269154 226084.3905425806, 1042320.735511943 226397.8045601624, 1042288.534978774 226430.5176728101, 1042209.415108957 226513.7612846938, 1042131.726419282 226577.6987982479, 1041944.469586861 226837.0237941236, 1041861.640781215 226967.2589923609, 1041673.990444893 227278.3208018532, 1041733.724952972 227310.888145323, 1041998.58791977 227018.9559354213, 1042190.599919701 227203.0388851601, 1042316.633234309 227301.7108401985, 1043380.155387672 227331.6052887075, 1043856.92821667 227355.3610312287, 1044241.841505495 227461.2386128023, 1044439.993521549 227617.6651352481, 1043882.372500427 227818.4940689541, 1044506.870403165 227671.3885129169))",December-2019,1,Queens County,[1018],['QL19009497'],['P'],[11360],Queens County-997.05
26,36081085900,85900,859,Census Tract 859,QN22,Flushing,36081,"POLYGON ((1033017.046928175 214344.4536134741, 1033207.33168759 214506.9650093872, 1033721.747882739 214948.1227949503, 1033878.84131706 215079.6035409841, 1034162.868355644 215321.7390623712, 1034329.621029119 215468.9089608932, 1034503.907216181 215321.7142183341, 1034710.663285258 215148.7205548106, 1034412.782113151 214909.1003248691, 1034321.23786954 214832.4012782192, 1034224.447152762 214746.9477769477, 1034035.560807317 214582.245242172, 1034561.287848156 213969.4279124179, 1034372.116137145 213806.908224336, 1034182.390019735 213643.2958863738, 1033886.176541718 213389.476752358, 1033587.371690566 213725.8756109678, 1033343.588299974 213985.1507836285, 1033314.155529795 214017.1525815246, 1033193.645129196 214149.8908587447, 1033178.928932911 214165.8918451546, 1033017.046928175 214344.4536134741))",December-2019,3,Queens County,"[2001, 2001, 2001]","['QL19009246', 'QL19009158', 'QL19009153']","['M', 'M', 'P']","[11355, 11355, 11355]",Queens County-859
27,36081079900,79900,799,Census Tract 799,QN62,Queensboro Hill,36081,"POLYGON ((1031123.734958192 211869.8167586472, 1031184.307452728 212212.4066646929, 1031449.366125457 212266.1132664663, 1031726.481668778 212387.976596412, 1032001.915508476 212518.2194497894, 1032256.678107736 212451.684766214, 1032504.343203092 212332.3103726945, 1032465.749081189 211954.4204839399, 1032961.463808661 211807.4911597098, 1033215.267097723 211672.1057060497, 1033200.11997915 211351.4622857445, 1033182.153068612 211054.8591917582, 1033061.884901008 210784.6464907348, 1032946.277162993 210538.1253914116, 1032518.327931529 210594.4708348441, 1032072.646670792 210650.7888781245, 1032105.394440578 210906.250620327, 1031549.132298038 210976.9338077673, 1031517.210053807 210721.4744277525, 1030961.778098342 210791.4440269445, 1030993.705390283 211047.2670148017, 1031026.735431071 211305.642525644, 1031060.042544542 211563.654310495, 1031123.734958192 211869.8167586472))",December-2019,1,Queens County,[1005],['QL19009422'],['P'],[11355],Queens County-799
28,36081077904,77904,779,Census Tract 779.04,QN37,Kew Gardens Hills,36081,"POLYGON ((1034867.326216799 202592.6919963767, 1035495.740389234 202841.0270243513, 1036118.605902491 203085.7231951545, 1036213.920179188 202843.6464110603, 1036803.972947162 203005.5866719035, 1036878.804059587 202753.6312078285, 1036956.129026943 202502.774402869, 1037014.22258254 202301.0608369861, 1037028.747309055 202250.0859747149, 1037099.147961514 201998.1216204959, 1037183.690222223 201617.5792723337, 1036977.05131017 201547.9066889083, 1036757.693152961 201462.9064365785, 1036516.719698279 201374.2183204191, 1036331.140955432 201306.0539152453, 1036280.730204303 201287.3649386815, 1036128.387900882 201231.6605985095, 1035874.111875424 201139.30714531, 1035494.081778195 201000.0562292787, 1035244.512653069 200908.0836520258, 1035207.395411067 200894.5254702755, 1034944.805295125 200797.7923521848, 1034798.499689333 201168.3767118355, 1034703.747430057 201410.460053981, 1034608.719853792 201652.5432125745, 1034513.972111389 201894.2630085543, 1034418.115974883 202136.7095649301, 1034322.816871959 202378.7933347134, 1034867.326216799 202592.6919963767))",December-2019,2,Queens County,"[2000, 4000]","['QL19009591', 'QL19009593']","['P', 'M']","[11367, 11367]",Queens County-779.04
29,36081077903,77903,779,Census Tract 779.03,QN37,Kew Gardens Hills,36081,"POLYGON ((1033080.77473587 201942.7092425445, 1033188.828853973 201968.4299872499, 1033719.673726492 202095.9287340761, 1034099.795496752 202187.0603747507, 1034085.736299485 202284.3080370032, 1034322.816871959 202378.7933347134, 1034418.115974883 202136.7095649301, 1034513.972111389 201894.2630085543, 1034608.719853792 201652.5432125745, 1034703.747430057 201410.460053981, 1034798.499689333 201168.3767118355, 1034944.805295125 200797.7923521848, 1034707.372382224 200733.1755026485, 1034279.760631919 200674.3620400279, 1033975.677495859 200666.8151438789, 1033683.200584518 200677.1479152247, 1033113.484431293 200702.590989551, 1032877.915439363 200673.3359285757, 1032646.455360831 200668.5015395052, 1032633.496791322 200911.4846966801, 1032625.510699094 201163.2217402244, 1032521.107931088 201808.6092036593, 1033080.77473587 201942.7092425445))",December-2019,1,Queens County,[3002],['QL19010003'],['P'],[11367],Queens County-779.03
